company_id,coverage_basis,NOAM,LAC,WEU,EEU,RUS,MENA,SSA,SAS,SEA,EAS,CHN,OCE
elm_saudi,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
saudi_space_agency,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
simah,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
derasat,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
cri_lebanon,manual,0,0,0,0,0,3,1,0,0,0,0,0
infopro_lebanon,segment_template,2,0,2,1,0,2,0,1,0,1,0,1
albayan_iraq,manual,0,0,0,0,0,3,0,0,0,0,0,0
mas_palestine,manual,0,0,0,0,0,3,0,0,0,0,0,0
altibbi,segment_template,2,0,0,0,0,2,0,0,0,0,0,0
maqsam,segment_template,2,0,1,1,0,2,0,2,1,0,0,0
el_zanaty,manual,0,0,0,0,0,3,0,0,0,0,0,0
i_score_egypt,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
intella_ai,segment_template,2,0,1,1,0,2,0,2,1,0,0,0
marocmetrie,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
aarc_international,manual,0,0,0,0,0,3,1,0,0,0,0,0
chifco,segment_template,2,0,2,0,0,2,0,0,0,0,0,1
m42,segment_template,2,0,0,0,0,2,0,0,0,0,0,0
aecb,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
derq,segment_template,2,0,1,0,0,2,0,0,0,0,0,0
israel_democracy_institute,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
zencity,segment_template,2,1,2,1,1,2,1,1,1,1,0,1
cognyte,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
ahri_south_africa,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
agincourt_wits,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
saprin,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
aphrc,manual,0,0,0,0,0,1,3,0,0,0,0,0
kemri_wellcome,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
ifakara_health,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
manhica_cisim,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
mrc_gambia,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
navrongo_hrc,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
rakai_health,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
malawi_liverpool_wellcome,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
cidrz,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
kersa_hdss,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
nouna_crsn,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
indepth_network,manual,0,0,0,0,0,1,3,2,1,0,0,0
apcc,manual,0,0,0,0,0,1,3,0,0,0,0,0
h3africa,segment_template,2,0,0,0,0,0,2,0,0,0,0,0
hsrc,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
saldru,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
datafirst,manual,0,0,0,0,0,1,3,0,0,0,0,0
isser_ghana,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
eprc_uganda,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
esrf_tanzania,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
csea_nigeria,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
pesacheck,segment_template,2,1,2,1,1,1,2,1,1,1,0,1
freshly_ground_insights,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
columinate,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
persian_cohort,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
golestan_cohort,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
qatar_biobank,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
moroccan_genome,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
iprocure,manual,0,0,0,0,0,0,3,0,0,0,0,0
sendy,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
wefarm,segment_template,2,1,2,1,0,0,2,2,1,0,0,0
afristat,segment_template,2,2,2,2,1,2,2,2,2,2,0,2
statafric,segment_template,2,2,2,2,1,2,2,2,2,2,0,2
afdb_statistics,segment_template,2,2,2,2,1,2,2,2,2,2,0,2
sanbi,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
africas_talking,segment_template,0,0,1,0,0,0,2,0,0,0,0,0
onafriq,segment_template,2,0,1,0,0,0,2,0,0,0,0,0
cellulant,segment_template,2,0,1,0,0,0,2,0,0,0,0,0
codesria,manual,0,0,0,0,0,1,3,0,0,0,0,0
aerc,manual,0,0,0,0,0,0,3,0,0,0,0,0
pasgr,manual,0,0,0,0,0,0,3,0,0,0,0,0
iss_africa,segment_template,2,1,2,1,1,1,2,1,1,1,0,1
nextier_spd,manual,0,0,0,0,0,0,3,0,0,0,0,0
heritage_institute,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
zeparu,manual,0,0,0,0,0,0,3,0,0,0,0,0
bidpa,manual,0,0,0,0,0,0,3,0,0,0,0,0
ippr_namibia,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
nkafu,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
cires_ivoire,manual,0,0,0,0,0,0,3,0,0,0,0,0
iese_mozambique,manual,0,0,0,0,0,0,3,0,0,0,0,0
zipar,manual,0,0,0,0,0,0,3,0,0,0,0,0
riwi,segment_template,3,2,3,2,1,2,2,2,2,2,2,2
pricestats,segment_template,2,1,2,1,0,0,0,1,1,1,1,1
soundthinking,segment_template,2,0,2,0,0,0,0,0,0,0,0,1
silixa,segment_template,3,1,3,1,0,1,0,1,1,1,0,2
optasense,segment_template,3,1,3,1,0,1,0,1,1,1,0,2
alphonso,segment_template,2,1,2,0,0,0,0,1,1,1,0,1
opensignal,segment_template,1,1,2,1,0,1,1,1,1,1,0,1
tutela,segment_template,1,1,2,1,0,1,1,1,1,1,0,1
nexar,segment_template,2,0,2,0,0,2,0,0,0,0,0,1
carmera,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
geodnet,segment_template,3,1,3,1,0,1,1,1,1,1,0,2
wingbits,segment_template,3,1,3,1,0,1,1,1,1,1,0,2
flightradar24,segment_template,3,1,3,1,0,1,1,1,1,1,0,2
karya,segment_template,0,0,0,0,0,0,0,3,0,0,0,0
airwars,segment_template,2,1,2,1,1,1,1,1,1,1,0,1
mnemonic,segment_template,2,1,2,1,1,1,1,1,1,1,0,1
forensic_architecture,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
atlas_ai,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
fraym,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
rs_metrics,segment_template,3,1,2,0,0,0,0,1,1,1,1,1
yodlee,segment_template,2,0,1,0,0,0,0,0,0,0,0,0
empatica,segment_template,2,0,0,0,0,0,0,0,0,0,0,0
sonde_health,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
origin_wireless,segment_template,2,0,2,0,0,0,0,0,0,0,0,1
vayyar,segment_template,2,0,2,0,0,2,0,0,0,0,0,1
bidgely,segment_template,2,0,2,0,0,0,0,0,0,0,0,1
wildlife_insights,segment_template,3,1,3,1,0,1,1,1,1,1,0,2
atlan_space,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
cellebrite,segment_template,3,3,3,3,2,3,3,3,3,3,1,3
nso_group,segment_template,3,3,3,3,2,3,3,3,3,3,1,3
candiru,segment_template,2,2,2,2,1,2,2,2,2,2,0,2
paragon_solutions,segment_template,2,2,2,2,1,2,2,2,2,2,0,2
kando,segment_template,2,0,2,0,0,2,0,0,0,0,0,1
beehero,segment_template,2,0,2,0,0,2,0,0,0,0,0,1
seetree,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
prospera,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
lean_technologies,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
bayanat,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
ushahidi,segment_template,3,2,3,2,1,1,1,3,2,1,1,1
sunbird_ai,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
terragon,segment_template,2,0,1,0,0,0,2,0,0,0,0,1
zenvus,segment_template,2,0,2,0,0,0,2,0,0,0,0,1
dataphyte,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
