company_id,coverage_basis,NOAM,LAC,WEU,EEU,RUS,MENA,SSA,SAS,SEA,EAS,CHN,OCE
sawtooth_software,segment_template,3,3,3,3,2,3,3,3,3,3,1,3
surveycto,manual,2,3,2,2,1,3,3,3,3,1,0,2
kobotoolbox,manual,2,3,2,2,1,3,3,3,3,1,0,2
odk,manual,2,3,2,2,1,3,3,3,3,1,0,2
commcare_dimagi,manual,1,2,1,1,0,2,3,3,2,1,0,1
ona,segment_template,2,2,2,2,1,2,2,2,2,2,0,2
mwater,segment_template,3,3,3,3,2,3,3,3,3,3,1,3
redcap,manual,3,2,3,2,1,2,2,2,2,2,1,2
gorilla_sc,segment_template,3,3,3,3,2,3,3,3,3,3,1,3
credamo,segment_template,0,0,0,0,0,0,0,0,0,0,3,0
wenjuanxing,segment_template,0,0,0,0,0,0,0,0,0,0,3,0
one_to_one_tunisia,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
sigma_conseil,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
emrhod_consulting,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
elka_consulting,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
bjka_consulting,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
lms_csa_maroc,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
baseera_egypt,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
pcpsr,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
awrad,manual,0,0,0,0,0,3,0,0,0,0,0,0
nama_strategic,manual,0,0,0,0,0,3,0,0,0,0,0,0
css_jordan,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
iiacss,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
parc_dubai,manual,0,0,0,0,0,3,0,0,0,0,0,0
ispa_iran,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
gamaan,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
konda,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
metropoll,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
areda_survey,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
midgam_israel,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
ipanel_israel,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
arab_barometer,manual,0,0,0,0,0,3,1,0,0,0,0,0
afrobarometer,manual,0,0,0,0,0,1,3,0,0,0,0,0
cdd_ghana,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
ijr_south_africa,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
ids_nairobi,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
ireg_benin,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
infotrak,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
tifa_research,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
consumer_insight_africa,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
geopoll,manual,0,0,0,0,0,2,3,2,1,0,0,0
sagaci_research,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
noipolls,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
sbm_intelligence,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
practical_sampling,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
ask_afrika,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
plus94_research,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
citizen_surveys,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
busara_center,manual,0,0,0,0,0,0,3,2,0,0,0,0
ipa_research,manual,1,2,0,0,0,1,3,3,1,0,0,0
jpal,manual,2,2,1,0,0,1,3,3,2,0,0,0
laterite,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
sixty_decibels,manual,1,2,0,0,0,1,3,3,2,0,0,0
lokniti_csds,segment_template,0,0,0,0,0,0,0,3,0,0,0,0
cvoter,segment_template,0,0,0,0,0,0,0,3,0,0,0,0
axis_my_india,segment_template,0,0,0,0,0,0,0,3,0,0,0,0
hansa_research,segment_template,0,0,0,0,0,0,0,3,0,0,0,0
q_and_q_research,segment_template,0,0,0,0,0,0,0,3,0,0,0,0
outline_india,segment_template,0,0,0,0,0,0,0,3,0,0,0,0
gallup_pakistan,segment_template,0,0,0,0,0,0,0,3,0,0,0,0
lsi_indonesia,segment_template,0,0,0,0,0,0,0,0,3,0,0,0
smrc_indonesia,segment_template,0,0,0,0,0,0,0,0,3,0,0,0
indikator_politik,segment_template,0,0,0,0,0,0,0,0,3,0,0,0
sws_philippines,segment_template,0,0,0,0,0,0,0,0,3,0,0,0
pulse_asia,segment_template,0,0,0,0,0,0,0,0,3,0,0,0
cimigo,segment_template,0,0,0,0,0,0,0,0,3,0,0,0
q_and_me,segment_template,0,0,0,0,0,0,0,0,3,0,0,0
indochina_research,segment_template,0,0,0,0,0,0,0,0,3,0,0,0
deka_research,segment_template,0,0,0,0,0,0,0,0,3,0,0,0
macromill,manual,0,0,0,0,0,0,0,1,2,3,1,0
intage,segment_template,0,0,0,0,0,0,0,0,0,3,0,0
nikkei_research,segment_template,0,0,0,0,0,0,0,0,0,3,0,0
cross_marketing,segment_template,0,0,0,0,0,0,0,0,0,3,0,0
embrain,segment_template,0,0,0,0,0,0,0,0,0,3,0,0
hankook_research,segment_template,0,0,0,0,0,0,0,0,0,3,0,0
realmeter,segment_template,0,0,0,0,0,0,0,0,0,3,0,0
gallup_korea,segment_template,0,0,0,0,0,0,0,0,0,3,0,0
horizon_china,segment_template,0,0,0,0,0,0,0,0,0,0,3,0
ctr_china,segment_template,0,0,0,0,0,0,0,0,0,0,3,0
csm_media,segment_template,0,0,0,0,0,0,0,0,0,0,3,0
datafolha,segment_template,0,3,0,0,0,0,0,0,0,0,0,0
ipec_brasil,segment_template,0,3,0,0,0,0,0,0,0,0,0,0
quaest,segment_template,0,3,0,0,0,0,0,0,0,0,0,0
atlasintel,manual,3,3,2,1,0,1,0,0,0,0,0,0
consulta_mitofsky,segment_template,0,3,0,0,0,0,0,0,0,0,0,0
enkoll,segment_template,0,3,0,0,0,0,0,0,0,0,0,0
buendia_marquez,segment_template,0,3,0,0,0,0,0,0,0,0,0,0
cadem,segment_template,0,3,0,0,0,0,0,0,0,0,0,0
invamer,segment_template,0,3,0,0,0,0,0,0,0,0,0,0
datexco,segment_template,0,3,0,0,0,0,0,0,0,0,0,0
cid_gallup,manual,0,3,0,0,0,0,0,0,0,0,0,0
poliarquia,segment_template,0,3,0,0,0,0,0,0,0,0,0,0
latinobarometro,manual,0,3,0,0,0,0,0,0,0,0,0,0
lapop,manual,1,3,0,0,0,0,0,0,0,0,0,0
levada_center,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
vciom,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
fom_russia,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
russian_field,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
kiis,segment_template,0,0,0,3,0,0,0,0,0,0,0,0
rating_group,segment_template,0,0,0,3,0,0,0,0,0,0,0,0
razumkov_centre,segment_template,0,0,0,3,0,0,0,0,0,0,0,0
info_sapiens,segment_template,0,0,0,3,0,0,0,0,0,0,0,0
gradus_research,segment_template,0,0,0,3,0,0,0,0,0,0,0,0
crrc,manual,0,0,0,3,1,1,0,0,0,0,0,0
act_georgia,segment_template,0,0,0,3,0,0,0,0,0,0,0,0
central_asia_barometer,manual,0,0,0,0,3,0,0,0,0,0,0,0
m_vector,manual,0,0,0,1,3,0,0,0,0,0,0,0
siar_research,manual,0,0,0,1,3,0,0,0,0,0,0,0
ipm_belarus,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
roy_morgan,segment_template,0,0,0,0,0,0,0,0,0,0,0,3
essential_research,segment_template,0,0,0,0,0,0,0,0,0,0,0,3
oztam,segment_template,0,0,0,0,0,0,0,0,0,0,0,3
barb_uk,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
mediametrie,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
barc_india,segment_template,0,0,0,0,0,0,0,3,0,0,0,0
video_research_jp,segment_template,0,0,0,0,0,0,0,0,0,3,0,0
numeris,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
scale_ai,manual,3,2,2,1,0,1,1,2,2,1,0,1
surge_ai,manual,3,1,2,1,0,1,1,2,1,1,0,1
mercor,manual,3,2,2,2,1,1,1,3,2,2,0,1
handshake_ai,manual,3,0,1,0,0,0,0,1,0,0,0,0
micro1,manual,2,1,1,2,1,1,1,3,1,1,0,1
turing_com,manual,2,2,1,2,1,1,1,3,1,1,0,1
invisible_tech,segment_template,3,1,2,2,0,1,1,3,2,1,0,1
appen,manual,3,2,3,2,1,2,2,3,3,3,2,3
toloka,manual,2,2,3,3,2,2,2,3,2,1,1,1
telus_digital_ai,manual,3,2,3,2,1,2,2,3,3,2,1,2
imerit,manual,1,0,0,0,0,0,1,3,0,0,0,0
sama,manual,1,0,0,0,0,0,3,0,0,0,0,0
cloudfactory,manual,1,0,1,0,0,0,2,3,0,0,0,0
superannotate,segment_template,3,1,2,2,0,1,1,3,2,1,0,1
labelbox,segment_template,3,1,2,2,0,1,1,3,2,1,0,1
snorkel_ai,segment_template,2,0,1,1,0,0,0,2,1,0,0,0
encord,segment_template,2,0,2,1,0,0,0,2,1,0,0,0
v7_labs,segment_template,2,0,2,1,0,0,0,2,1,0,0,0
kili_technology,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
dataloop,segment_template,2,0,1,1,0,2,0,2,1,0,0,0
roboflow,segment_template,3,1,2,2,0,1,1,3,2,1,0,1
defined_ai,segment_template,3,1,2,2,0,1,1,3,2,1,0,1
shaip,segment_template,2,0,1,1,0,0,0,2,1,0,0,0
innodata,segment_template,2,0,1,1,0,0,0,2,1,0,0,0
transperfect_dataforce,segment_template,3,1,2,2,0,1,1,3,2,1,0,1
speechocean,manual,2,1,2,1,1,1,1,2,2,2,3,1
datatang,manual,1,0,1,0,0,0,0,1,1,1,3,0
magic_data_tech,manual,1,0,1,0,0,0,0,1,1,1,3,0
dataannotation_tech,segment_template,2,0,1,1,0,0,0,2,1,0,0,0
pareto_ai,segment_template,2,0,1,1,0,0,0,2,1,0,0,0
mturk,manual,3,0,1,0,0,0,0,3,0,0,0,0
clickworker,segment_template,3,2,3,2,1,1,1,3,2,1,1,1
premise_data,manual,2,2,1,2,1,3,3,3,3,1,0,1
streetbees,segment_template,3,2,3,2,1,1,1,3,2,1,1,1
roamler,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
field_agent,segment_template,2,1,2,1,0,0,0,2,1,0,0,0
gigwalk,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
glg,segment_template,3,1,3,1,0,1,0,2,1,2,1,1
third_bridge,segment_template,3,1,3,1,0,1,0,2,1,2,1,1
guidepoint,segment_template,3,1,3,1,0,1,0,2,1,2,1,1
alphasense,segment_template,3,1,3,1,0,1,0,2,1,2,1,1
dialectica,segment_template,3,1,3,1,0,1,0,2,1,2,1,1
bright_data,manual,3,3,3,3,2,3,2,3,3,3,2,3
oxylabs,segment_template,3,2,3,2,1,2,1,2,2,2,1,2
decodo,segment_template,3,2,3,2,1,2,1,2,2,2,1,2
zyte,segment_template,3,2,3,2,1,2,1,2,2,2,1,2
apify,segment_template,3,2,3,2,1,2,1,2,2,2,1,2
firecrawl,segment_template,3,2,3,2,1,2,1,2,2,2,1,2
tavily,segment_template,3,2,3,2,1,2,1,2,2,2,1,2
diffbot,segment_template,3,2,3,2,1,2,1,2,2,2,1,2
common_crawl,manual,3,3,3,3,3,3,2,3,3,3,2,3
promptcloud,segment_template,3,2,3,2,1,2,1,2,2,2,1,2
grepsr,segment_template,3,2,3,2,1,2,1,2,2,2,1,2
nimble_data,segment_template,3,2,3,2,1,2,1,2,2,2,1,2
coresignal,manual,3,1,3,2,1,1,1,2,2,2,1,2
acxiom,manual,3,1,2,1,0,0,0,0,1,1,0,2
experian,manual,3,3,3,1,0,1,1,2,2,1,0,2
equifax,manual,3,2,2,0,0,0,1,1,0,0,0,2
transunion,manual,3,2,1,0,0,0,1,2,0,1,0,0
liveramp,manual,3,1,2,1,0,0,0,0,1,1,0,2
epsilon,segment_template,2,0,1,0,0,0,0,0,0,0,0,1
lexisnexis_risk,manual,3,2,2,1,0,1,1,1,1,1,0,2
dun_bradstreet,manual,3,2,3,2,1,2,1,2,2,2,2,2
cotality,manual,3,0,1,0,0,0,0,0,0,0,0,2
verisk,manual,3,1,2,1,0,1,0,1,1,1,0,2
crif,manual,1,1,3,3,1,1,0,2,1,1,1,0
serasa_experian,segment_template,0,3,0,0,0,0,0,0,0,0,0,0
spokeo,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
safegraph,manual,3,1,2,1,0,1,1,1,1,1,0,1
placer_ai,segment_template,2,0,1,0,0,0,0,0,0,0,0,0
veraset,segment_template,2,0,1,0,0,0,0,0,0,0,0,0
unacast,segment_template,2,0,2,0,0,0,0,0,0,0,0,0
foursquare,manual,3,2,2,1,0,1,1,1,2,2,0,2
kochava_collective,manual,3,2,2,1,0,1,1,2,2,2,0,2
azira,manual,3,1,2,1,0,1,0,2,2,2,0,1
advan_research,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
huq_industries,segment_template,2,0,2,0,0,0,0,0,0,0,0,0
predicio,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
positium,manual,1,1,2,2,1,1,1,1,1,1,0,1
teralytics,manual,1,1,3,1,0,1,0,1,1,1,0,1
orange_flux_vision,manual,0,0,3,1,0,2,2,0,0,0,0,0
flowminder,manual,0,1,0,0,0,1,3,2,1,0,0,0
planet_labs,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
vantor,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
blacksky,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
iceye,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
satellogic,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
capella_space,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
umbra_space,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
airbus_ds_geo,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
spire_global,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
ursa_space,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
pixxel,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
skyfi,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
earthdaily,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
satvu,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
ghgsat,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
kayrros,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
descartes_labs,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
spaceknow,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
synspective,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
axelspace,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
changguang,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
twentyone_at,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
tomorrow_io,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
windborne,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
saildrone,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
sofar_ocean,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
jupiter_intelligence,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
first_street,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
fathom_global,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
jba_risk,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
moodys_rms,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
mitiga_solutions,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
climateai,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
descartes_underwriting,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
sylvera,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
bezero_carbon,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
carbon_mapper,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
chloris_geospatial,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
nielsen,manual,3,2,3,1,0,1,1,2,2,2,0,2
comscore,manual,3,2,3,1,0,1,0,1,1,1,0,2
samba_tv,segment_template,2,1,2,0,0,0,0,1,1,1,0,1
ispot_tv,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
videoamp,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
similarweb,manual,3,3,3,3,2,3,2,3,3,3,1,3
sensor_tower,manual,3,3,3,3,2,3,2,3,3,3,1,3
yipitdata,segment_template,2,0,1,0,0,0,0,0,0,0,0,0
m_science,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
consumer_edge,segment_template,2,0,1,0,0,0,0,0,0,0,0,0
earnest_analytics,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
facteus,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
measurable_ai,manual,0,1,0,0,0,2,0,2,3,2,1,0
plaid,segment_template,2,0,1,0,0,0,0,0,0,0,0,0
tink,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
kpler,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
vortexa,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
windward_ai,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
panjiva,manual,3,3,1,1,1,1,1,3,2,1,0,1
importgenius,manual,3,3,1,1,1,1,1,3,2,1,0,1
iqvia,manual,3,2,3,2,1,1,1,2,2,2,1,2
komodo_health,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
truveta,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
healthverity,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
tempus_ai,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
datavant,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
flatiron_health,segment_template,2,0,0,0,0,0,0,0,0,0,0,0
trinetx,manual,3,1,3,2,1,1,1,1,1,2,0,1
picnichealth,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
evidation_health,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
medidata,manual,3,2,3,2,1,2,1,2,2,3,2,2
veeva_crossix,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
definitive_healthcare,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
uk_biobank,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
bgi_genomics,manual,1,1,1,1,1,1,1,1,2,2,3,1
samsara,segment_template,2,0,2,0,0,0,0,0,0,0,0,1
geotab,manual,3,2,3,1,0,1,1,1,1,1,0,2
inrix,manual,3,1,3,1,0,1,0,1,0,1,0,1
tomtom,manual,3,2,3,3,1,2,1,2,2,2,1,3
here_technologies,manual,3,2,3,3,1,2,1,2,2,2,1,3
cambridge_mobile,segment_template,2,0,2,0,0,0,0,0,0,0,0,1
arity,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
smartcar,segment_template,2,0,2,0,0,0,0,0,0,0,0,1
high_mobility,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
dataminr,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
recorded_future,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
meltwater,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
brandwatch,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
talkwalker,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
sprinklr,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
graphika,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
babel_street,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
sayari,manual,3,3,3,3,3,3,2,3,3,3,3,3
kharon,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
janes,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
acled,manual,2,3,2,3,3,3,3,3,3,2,1,2
gdelt,manual,3,3,3,3,3,3,2,3,3,3,2,3
bellingcat,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
newsguard,segment_template,2,1,2,1,1,1,1,1,1,1,0,1
zoominfo,manual,3,1,2,1,0,1,0,1,1,1,0,2
apollo_io,segment_template,3,1,3,2,1,1,1,2,1,2,1,2
cognism,segment_template,2,0,2,1,0,0,0,1,0,1,0,1
lusha,segment_template,3,1,3,2,1,1,1,2,1,2,1,2
people_data_labs,manual,3,1,2,1,0,1,0,2,1,1,0,2
opencorporates,manual,3,2,3,3,1,1,1,1,2,2,1,2
moodys_bvd,manual,3,2,3,3,2,2,2,2,2,3,2,3
pitchbook,segment_template,3,1,3,2,1,1,1,2,1,2,1,2
crunchbase,segment_template,3,1,3,2,1,1,1,2,1,2,1,2
tracxn,segment_template,3,1,3,2,1,1,1,2,1,2,1,2
dealroom,segment_template,3,1,3,2,1,1,1,2,1,2,1,2
numerator,segment_template,2,1,2,1,0,0,0,1,1,1,1,1
profitero,segment_template,3,2,3,2,1,1,1,2,2,2,2,2
dataweave,segment_template,2,1,2,1,0,0,0,2,1,1,1,1
intelligence_node,segment_template,3,2,3,2,1,1,1,2,2,2,2,2
trax_retail,manual,2,2,2,1,0,2,1,2,3,2,1,1
dunnhumby,segment_template,2,1,2,1,0,0,0,1,1,1,1,1
eightyfour_51,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
clearview_ai,manual,3,2,1,2,1,2,1,2,2,2,1,2
pimeyes,segment_template,3,2,2,2,1,2,1,2,2,2,1,2
tools_for_humanity,manual,1,3,2,1,0,1,1,1,2,2,0,1
yoti,segment_template,2,1,2,1,0,1,0,1,1,1,0,1
idemia,manual,2,2,3,2,1,3,3,2,2,2,0,2
sensetime,manual,0,1,0,1,1,2,2,1,2,1,3,0
megvii,manual,0,0,0,0,1,1,1,1,2,1,3,0
hikvision,manual,1,2,1,2,2,3,3,3,3,2,3,1
arab_advisors,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
asdaa_bcw,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
insight_discovery,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
ventures_middle_east,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
space42,manual,3,3,3,3,3,3,3,3,3,3,3,3
presight_ai,segment_template,2,1,2,1,1,2,1,1,1,1,0,1
lucidya,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
mozn,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
crowd_analyzer,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
tarjama,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
idsc_egypt,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
rada_research,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
statistics_lebanon,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
information_international,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
scpr_syria,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
yemen_polling_center,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
diwan_research,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
immar_rc,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
sunergia,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
iranpoll,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
turkiye_raporu,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
geocartography,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
near_east_consulting,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
jmcc,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
zogby_research,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
reach_initiative,manual,0,1,0,1,1,3,3,2,1,0,0,0
acaps,manual,0,2,0,2,2,3,3,3,2,0,0,1
afriksurvey,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
sagapoll,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
dalberg_research,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
stears,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
datalens_africa,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
creditregistry,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
indicina,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
africa_polling_institute,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
